# ntasks time N err
2	0.132414	1448	6.73351e-06	
4	0.152675	2048	6.65893e-06	
6	0.156319	2508	5.07834e-06	
8	0.171588	2896	4.7136e-06	
10	0.153173	3240	5.21317e-06	
12	0.163976	3552	1.05997e-05	
14	0.165749	3836	5.50756e-06	
16	0.192609	4096	3.74477e-05	
18	0.163279	4356	8.60678e-06	
21	0.167552	4599	5.09954e-05	
