1	29.8854
2	16.0164
3	11.05
4	8.72727
5	8.2203
6	7.34246
7	5.86193
8	5.28977
9	4.887
10	4.51922
11	4.24529
12	4.06915
13	3.8775
14	3.75754
15	6.31211
16	3.46807
17	3.5319
18	3.35417
19	5.41551
20	3.18741
21	3.30334
22	3.82201
23	3.77802
24	3.00714
