1	141.989
2	63.4521
3	46.3258
4	35.678
5	36.3797
6	32.4431
7	25.2255
8	26.834
9	22.4781
10	23.1775
11	22.1158
12	17.5859
13	24.1968
14	18.7182
15	18.0849
16	17.3534
17	17.171
18	16.8693
19	16.1817
20	15.7662
21	15.2714
22	15.1526
23	14.6516
24	15.2646
