1	70.3035
2	39.4952
3	28.5023
4	20.6566
5	17.6535
6	15.0704
7	15.3031
8	14.4043
9	13.5759
10	12.1534
11	11.3812
12	10.825
13	10.5194
14	10.1899
15	9.87539
16	7.73677
17	8.6918
18	7.09588
19	8.1436
20	6.78753
21	7.33336
22	6.45414
23	6.31205
24	6.2692
