# ntasks nthreads time N err
1	8	1.83284 	4096	0.000742712	
2	8	1.0028	    4096	0.00181656	
4	8	0.647565	4096	0.000713302	
8	8	0.203977	4096	0.000409525	
16	8	0.0984444	4096	0.000120095	
32	8	0.0714219	4096	0.000131504	
64	8	0.0173211	4096	0.000110591	
128	8	0.0130287	4096	3.93486e-05	
256	8	0.0329859	4096	7.00699e-05	
