# nthreads time N err
2	0.0599123	1024	8.46676e-06
4	0.0322474	1024	5.5359e-06
6	0.0268712	1024	2.56438e-05
8	0.0242489	1024	1.22136e-05
10	0.0285307	1024	7.52391e-06
12	0.0251699	1024	6.69288e-06
14	0.0238167	1024	7.27017e-06
16	0.0248415	1024	7.05437e-05
