2	0.0676183	1024	3.71712e-06	
4	0.03533	1024	2.71358e-06	
6	0.0210586	1026	1.76953e-06	
8	0.0197303	1024	1.27569e-06	
10	0.0140374	1030	2.73458e-06	
12	0.0114975	1032	2.6806e-06	
14	0.00974591	1036	2.78122e-06	
16	0.0101143	1024	2.67778e-06	
18	0.00787205	1026	3.13705e-06	
20	0.00732165	1040	3.41963e-06	
