2	337.534	1024	
4	175.882	1024	
6	105.018	1026	
8	98.4735	1024	
10	71.1735	1030	
12	59.1731	1032	
14	50.9195	1036	
16	52.5227	1024	
18	41.2676	1026	
20	38.4441	1040	
