      0.0015   0.00149985   0.00149985   0.00149985   0.00149985   0.00149985   0.00149985   0.00149985   0.00149985   0.00149985 
   0.0029976   0.00150015       0.0015       0.0015       0.0015       0.0015       0.0015       0.0015       0.0015       0.0015 
  0.00299775    0.0029976   0.00150015       0.0015       0.0015       0.0015       0.0015       0.0015       0.0015       0.0015 
  0.00299775   0.00299775    0.0029976   0.00150015       0.0015       0.0015       0.0015       0.0015       0.0015       0.0015 
  0.00299775   0.00299775   0.00299775    0.0029976   0.00150015       0.0015       0.0015       0.0015       0.0015       0.0015 
  0.00299775   0.00299775   0.00299775   0.00299775    0.0029976   0.00150015       0.0015       0.0015       0.0015       0.0015 
  0.00299775   0.00299775   0.00299775   0.00299775   0.00299775    0.0029976   0.00150015       0.0015       0.0015       0.0015 
  0.00299775   0.00299775   0.00299775   0.00299775   0.00299775   0.00299775    0.0029976   0.00150015       0.0015       0.0015 
  0.00299775   0.00299775   0.00299775   0.00299775   0.00299775   0.00299775   0.00299775    0.0029976   0.00150015       0.0015 
  0.00299715   0.00299715   0.00299715   0.00299715   0.00299715   0.00299715   0.00299715   0.00299715     0.002997   0.00149985 
