 6.62064e-38  6.62064e-38  6.62064e-38  6.62064e-38  6.62064e-38  6.62064e-38  6.62064e-38  6.62064e-38  6.62064e-38  6.62064e-38  6.62064e-38  6.62064e-38  6.62064e-38  6.62064e-38  6.62064e-38  3.29677e-38  1.64663e-40  8.09307e-43  3.97027e-45  1.95784e-47  9.67325e-50  4.82521e-52  2.36905e-54  1.19675e-56   5.8616e-59  2.96215e-61  1.42457e-63  7.09512e-66  3.58177e-68  1.76406e-70  8.55551e-73  4.37072e-75  2.16366e-77  1.04878e-79  5.19489e-82  2.63647e-84  1.28732e-86     6.35e-89  3.18024e-91   1.5413e-93  7.67197e-96  3.77515e-98 1.90681e-100 9.36308e-103 4.64969e-105 2.26585e-107 1.12036e-109 5.60523e-112 2.80165e-114 1.37549e-116 6.68156e-119 3.41553e-121 1.63979e-123 8.39882e-126  4.0123e-128 2.03797e-130 9.85607e-133 5.03711e-135 2.45132e-137 1.19815e-139 5.97817e-142 2.93938e-144 1.45589e-146 7.42611e-149 3.60699e-151 1.80922e-153 8.90626e-156 4.41435e-158 2.13966e-160 1.06365e-162 5.38011e-165 2.68183e-167 1.29194e-169 6.39776e-172 3.19285e-174 1.61161e-176 7.76268e-179 3.86392e-181 1.94831e-183 9.31916e-186 4.62049e-188 2.33865e-190 1.17116e-192 5.65091e-195 2.82244e-197 1.39632e-199 6.91903e-202 3.44503e-204 1.69549e-206  8.3863e-209 4.15623e-211 2.06686e-213 1.02119e-215 5.06714e-218  1.2584e-222            0            0            0            0            0 
 1.33737e-35  1.33737e-35  1.33737e-35  1.33737e-35  1.33737e-35  1.33737e-35  1.33737e-35  1.33737e-35  1.33737e-35  1.33737e-35  1.33737e-35  1.33737e-35  1.33737e-35  1.33737e-35  1.33737e-35  6.65947e-36   3.3262e-38   1.6348e-40  8.01994e-43  3.95483e-45    1.954e-47  9.74692e-50  4.78549e-52  2.41744e-54  1.18404e-56  5.98355e-59  2.87763e-61  1.43321e-63  7.23517e-66  3.56339e-68  1.72821e-70  8.82886e-73   4.3706e-75  2.11854e-77  1.04937e-79  5.32566e-82  2.60038e-84   1.2827e-86  6.42409e-89  3.11342e-91  1.54974e-93   7.6258e-96  3.85177e-98 1.89134e-100 9.39238e-103 4.57702e-105 2.26312e-107 1.13226e-109 5.65934e-112 2.77849e-114 1.34967e-116 6.89936e-119 3.31238e-121 1.69656e-123 8.10485e-126  4.1167e-128 1.99093e-130  1.0175e-132 4.95166e-135 2.42025e-137 1.20759e-139 5.93754e-142  2.9409e-144 1.50007e-146 7.28611e-149 3.65463e-151 1.79906e-153   8.917e-156 4.32211e-158 2.14857e-160 1.08678e-162 5.41729e-165 2.60972e-167 1.29235e-169 6.44955e-172 3.25545e-174 1.56806e-176 7.80512e-179 3.93559e-181 1.88247e-183  9.3334e-186 4.72407e-188 2.36574e-190 1.14148e-192 5.70132e-195 2.82056e-197 1.39764e-199 6.95896e-202 3.42489e-204 1.69403e-206 8.39558e-209 4.17506e-211 2.06281e-213 1.02356e-215 2.54198e-220            0            0            0            0            0 
 2.70142e-33  2.70142e-33  2.70142e-33  2.70142e-33  2.70142e-33  2.70142e-33  2.70142e-33  2.70142e-33  2.70142e-33  2.70142e-33  2.70142e-33  2.70142e-33  2.70142e-33  2.70142e-33  2.70142e-33  1.34518e-33  6.71876e-36  3.30221e-38  1.61999e-40  7.98856e-43  3.94698e-45  1.96883e-47  9.66645e-50  4.88311e-52  2.39171e-54  1.20865e-56  5.81267e-59  2.89502e-61  1.46147e-63  7.19788e-66  3.49091e-68  1.78339e-70   8.8284e-73  4.27934e-75  2.11967e-77  1.07576e-79  5.25264e-82  2.59099e-84  1.29763e-86  6.28895e-89   3.1304e-91  1.54037e-93  7.78038e-96  3.82042e-98 1.89721e-100 9.24535e-103 4.57139e-105  2.2871e-107 1.14316e-109 5.61241e-112 2.72628e-114 1.39364e-116 6.69085e-119 3.42697e-121 1.63714e-123 8.31553e-126 4.02157e-128 2.05529e-130 1.00021e-132 4.88879e-135 2.43927e-137 1.19935e-139 5.94048e-142 3.03008e-144 1.47176e-146 7.38217e-149 3.63402e-151 1.80119e-153 8.73044e-156    4.34e-158 2.19525e-160 1.09427e-162 5.27151e-165 2.61048e-167 1.30278e-169 6.57584e-172  3.1674e-174  1.5766e-176  7.9497e-179  3.8025e-181  1.8853e-183 9.54239e-186 4.77867e-188 2.30574e-190 1.15164e-192 5.69739e-195 2.82317e-197 1.40568e-199  6.9181e-202 3.42186e-204 1.69587e-206 8.43342e-209 4.16678e-211 2.06754e-213 5.13467e-218            0            0            0            0            0 
 5.45674e-31  5.45674e-31  5.45674e-31  5.45674e-31  5.45674e-31  5.45674e-31  5.45674e-31  5.45674e-31  5.45674e-31  5.45674e-31  5.45674e-31  5.45674e-31  5.45674e-31  5.45674e-31  5.45674e-31   2.7172e-31  1.35716e-33  6.67031e-36   3.2723e-38  1.61365e-40   7.9727e-43  3.97694e-45  1.95258e-47  9.86365e-50  4.83113e-52  2.44141e-54  1.17413e-56   5.8478e-59  2.95209e-61  1.45394e-63  7.05146e-66  3.60235e-68  1.78329e-70  8.64405e-73  4.28163e-75  2.17298e-77  1.06101e-79  5.23367e-82  2.62116e-84  1.27034e-86  6.32324e-89  3.11148e-91   1.5716e-93  7.71706e-96  3.83228e-98 1.86752e-100 9.23398e-103 4.61983e-105 2.30912e-107 1.13368e-109 5.50694e-112 2.81508e-114 1.35152e-116 6.92231e-119 3.30694e-121  1.6797e-123 8.12338e-126 4.15159e-128 2.02038e-130 9.87512e-133 4.92721e-135 2.42263e-137 1.19995e-139 6.12061e-142 2.97288e-144 1.49116e-146 7.34054e-149 3.63831e-151 1.76351e-153 8.76658e-156 4.43429e-158 2.21036e-160 1.06482e-162 5.27303e-165 2.63155e-167 1.32829e-169   6.398e-172 3.18465e-174  1.6058e-176 7.68086e-179 3.80821e-181 1.92752e-183 9.65268e-186 4.65748e-188 2.32625e-190 1.15084e-192 5.70267e-195  2.8394e-197 1.39742e-199 6.91199e-202 3.42556e-204 1.70351e-206 8.41668e-209 4.17634e-211 1.03718e-215            0            0            0            0            0 
 1.10223e-28  1.10223e-28  1.10223e-28  1.10223e-28  1.10223e-28  1.10223e-28  1.10223e-28  1.10223e-28  1.10223e-28  1.10223e-28  1.10223e-28  1.10223e-28  1.10223e-28  1.10223e-28  1.10223e-28   5.4886e-29  2.74139e-31  1.34737e-33  6.60988e-36  3.25949e-38  1.61045e-40  8.03322e-43  3.94411e-45  1.99241e-47  9.75865e-50  4.93152e-52  2.37169e-54  1.18123e-56  5.96308e-59  2.93688e-61  1.42436e-63  7.27657e-66  3.60216e-68  1.74606e-70  8.64867e-73   4.3893e-75  2.14318e-77  1.05718e-79  5.29461e-82  2.56602e-84  1.27726e-86  6.28503e-89  3.17455e-91  1.55881e-93  7.74101e-96  3.77229e-98 1.86522e-100 9.33183e-103 4.66432e-105 2.28998e-107 1.11237e-109 5.68632e-112    2.73e-114 1.39827e-116 6.67985e-119  3.3929e-121 1.64088e-123   8.386e-126 4.08106e-128 1.99473e-130 9.95271e-133  4.8936e-135 2.42383e-137 1.23633e-139 6.00507e-142 3.01207e-144 1.48275e-146 7.34921e-149  3.5622e-151 1.77081e-153 8.95704e-156 4.46483e-158 2.15088e-160 1.06513e-162  5.3156e-165 2.68308e-167 1.29236e-169 6.43283e-172 3.24364e-174  1.5515e-176  7.6924e-179 3.89349e-181 1.94979e-183 9.40789e-186 4.69891e-188 2.32465e-190 1.15191e-192 5.73544e-195 2.82272e-197 1.39619e-199 6.91947e-202   3.441e-204 1.70013e-206 8.43599e-209 2.09505e-213            0            0            0            0            0 
 2.22646e-26  2.22646e-26  2.22646e-26  2.22646e-26  2.22646e-26  2.22646e-26  2.22646e-26  2.22646e-26  2.22646e-26  2.22646e-26  2.22646e-26  2.22646e-26  2.22646e-26  2.22646e-26  2.22646e-26  1.10867e-26  5.53747e-29  2.72162e-31  1.33516e-33  6.58401e-36  3.25302e-38  1.62267e-40   7.9669e-43  4.02457e-45   1.9712e-47  9.96143e-50  4.79069e-52  2.38602e-54  1.20451e-56  5.93235e-59  2.87714e-61  1.46983e-63  7.27619e-66  3.52695e-68  1.74699e-70  8.86618e-73  4.32912e-75  2.13544e-77  1.06948e-79  5.18323e-82  2.58001e-84  1.26955e-86  6.41243e-89  3.14871e-91  1.56365e-93  7.61984e-96  3.76765e-98 1.88498e-100 9.42169e-103 4.62564e-105 2.24694e-107 1.14861e-109 5.51447e-112 2.82444e-114  1.3493e-116  6.8535e-119  3.3145e-121 1.69393e-123 8.24354e-126 4.02925e-128  2.0104e-130 9.88483e-133 4.89602e-135 2.49733e-137 1.21299e-139 6.08424e-142 2.99509e-144  1.4845e-146 7.19546e-149 3.57694e-151 1.80928e-153 9.01873e-156 4.34468e-158  2.1515e-160 1.07372e-162 5.41968e-165 2.61051e-167  1.2994e-169 6.55199e-172 3.13394e-174 1.55383e-176 7.86465e-179 3.93849e-181 1.90035e-183 9.49157e-186 4.69567e-188  2.3268e-190 1.15853e-192 5.70176e-195 2.82023e-197  1.3977e-199 6.95065e-202 3.43417e-204 1.70403e-206 4.23189e-211            0            0            0            0            0 
 4.49733e-24  4.49733e-24  4.49733e-24  4.49733e-24  4.49733e-24  4.49733e-24  4.49733e-24  4.49733e-24  4.49733e-24  4.49733e-24  4.49733e-24  4.49733e-24  4.49733e-24  4.49733e-24  4.49733e-24  2.23946e-24  1.11854e-26  5.49754e-29  2.69696e-31  1.32994e-33  6.57094e-36  3.27771e-38  1.60927e-40  8.12942e-43  3.98172e-45  2.01216e-47  9.67696e-50  4.81964e-52  2.43306e-54   1.1983e-56  5.81167e-59  2.96899e-61  1.46976e-63  7.12426e-66  3.52883e-68  1.79092e-70  8.74461e-73  4.31349e-75  2.16031e-77  1.04699e-79  5.21149e-82  2.56442e-84  1.29528e-86  6.36025e-89  3.15849e-91  1.53917e-93  7.61046e-96  3.80757e-98 1.90313e-100 9.34357e-103 4.53871e-105 2.32013e-107  1.1139e-109 5.70523e-112 2.72551e-114 1.38437e-116 6.69513e-119 3.42166e-121 1.66515e-123 8.13888e-126 4.06091e-128 1.99669e-130 9.88973e-133 5.04448e-135 2.45019e-137 1.22899e-139 6.04993e-142 2.99863e-144 1.45345e-146 7.22524e-149 3.65465e-151 1.82174e-153 8.77603e-156 4.34593e-158 2.16887e-160 1.09475e-162 5.27311e-165 2.62472e-167 1.32347e-169 6.33041e-172 3.13865e-174 1.58862e-176 7.95555e-179 3.83861e-181 1.91725e-183 9.48502e-186 4.70003e-188 2.34017e-190 1.15173e-192 5.69672e-195 2.82328e-197   1.404e-199 6.93686e-202 3.44205e-204 8.54821e-209            0            0            0            0            0 
 9.08439e-22  9.08439e-22  9.08439e-22  9.08439e-22  9.08439e-22  9.08439e-22  9.08439e-22  9.08439e-22  9.08439e-22  9.08439e-22  9.08439e-22  9.08439e-22  9.08439e-22  9.08439e-22  9.08439e-22   4.5236e-22   2.2594e-24  1.11048e-26  5.44773e-29  2.68641e-31   1.3273e-33  6.62082e-36  3.25065e-38   1.6421e-40  8.04288e-43  4.06446e-45   1.9547e-47  9.73544e-50  4.91465e-52  2.42052e-54  1.17393e-56   5.9972e-59  2.96883e-61  1.43906e-63  7.12807e-66  3.61758e-68  1.76637e-70  8.71303e-73  4.36371e-75  2.11486e-77   1.0527e-79     5.18e-82   2.6164e-84  1.28474e-86  6.37999e-89  3.10905e-91  1.53728e-93  7.69111e-96  3.84424e-98 1.88735e-100 9.16797e-103 4.68655e-105 2.25001e-107 1.15243e-109  5.5054e-112 2.79636e-114 1.35238e-116 6.91158e-119 3.36353e-121 1.64401e-123 8.20283e-126 4.03321e-128 1.99768e-130 1.01896e-132 4.94926e-135 2.48249e-137 1.22206e-139 6.05708e-142 2.93589e-144 1.45946e-146 7.38221e-149 3.67982e-151 1.77272e-153 8.77856e-156 4.38101e-158 2.21134e-160 1.06514e-162 5.30181e-165 2.67334e-167 1.27871e-169 6.33992e-172 3.20893e-174 1.60698e-176  7.7538e-179 3.87275e-181 1.91593e-183 9.49382e-186 4.72704e-188 2.32643e-190 1.15071e-192 5.70289e-195 2.83601e-197 1.40121e-199 6.95278e-202  1.7267e-206            0            0            0            0            0 
   1.835e-19    1.835e-19    1.835e-19    1.835e-19    1.835e-19    1.835e-19    1.835e-19    1.835e-19    1.835e-19    1.835e-19    1.835e-19    1.835e-19    1.835e-19    1.835e-19    1.835e-19  9.13745e-20  4.56387e-22   2.2431e-24  1.10041e-26  5.42641e-29  2.68107e-31  1.33737e-33  6.56616e-36  3.31697e-38  1.62462e-40  8.21001e-43  3.94839e-45  1.96651e-47  9.92736e-50  4.88932e-52  2.37128e-54  1.21141e-56  5.99689e-59  2.90684e-61  1.43983e-63  7.30733e-66  3.56798e-68  1.75999e-70  8.81448e-73  4.27192e-75  2.12639e-77  1.04633e-79    5.285e-82  2.59511e-84  1.28873e-86  6.28012e-89  3.10522e-91  1.55357e-93  7.76517e-96  3.81236e-98 1.85189e-100  9.4666e-103 4.54491e-105 2.32785e-107 1.11206e-109 5.64852e-112 2.73175e-114  1.3961e-116 6.79416e-119 3.32083e-121 1.65693e-123 8.14689e-126 4.03521e-128 2.05825e-130 9.99726e-133 5.01451e-135 2.46849e-137  1.2235e-139 5.93035e-142 2.94804e-144 1.49117e-146 7.43306e-149  3.5808e-151 1.77323e-153 8.84942e-156 4.46679e-158 2.15153e-160 1.07094e-162 5.40002e-165 2.58293e-167 1.28063e-169 6.48189e-172 3.24602e-174 1.56623e-176 7.82277e-179 3.87008e-181 1.91771e-183 9.54838e-186 4.69928e-188 2.32438e-190 1.15196e-192 5.72859e-195 2.83038e-197 1.40443e-199 3.48784e-204            0            0            0            0            0 
 3.70661e-17  3.70661e-17  3.70661e-17  3.70661e-17  3.70661e-17  3.70661e-17  3.70661e-17  3.70661e-17  3.70661e-17  3.70661e-17  3.70661e-17  3.70661e-17  3.70661e-17  3.70661e-17  3.70661e-17  1.84572e-17  9.21879e-20  4.53096e-22  2.22278e-24  1.09611e-26  5.41564e-29  2.70143e-31  1.32633e-33  6.70011e-36  3.28166e-38  1.65838e-40  7.97556e-43  3.97225e-45  2.00528e-47  9.87619e-50  4.78986e-52  2.44698e-54  1.21134e-56  5.87167e-59  2.90839e-61  1.47604e-63  7.20714e-66  3.55509e-68  1.78048e-70  8.62906e-73  4.29521e-75  2.11354e-77  1.06754e-79  5.24199e-82  2.60316e-84  1.26855e-86  6.27239e-89  3.13813e-91  1.56853e-93  7.70078e-96  3.74072e-98 1.91221e-100  9.1805e-103 4.70214e-105 2.24631e-107 1.14097e-109 5.51799e-112 2.82006e-114 1.37239e-116  6.7079e-119 3.34692e-121 1.64563e-123 8.15092e-126 4.15756e-128  2.0194e-130 1.01291e-132 4.98623e-135 2.47141e-137  1.1979e-139  5.9549e-142 3.01209e-144 1.50144e-146 7.23303e-149 3.58183e-151 1.78754e-153  9.0227e-156 4.34599e-158 2.16324e-160 1.09078e-162  5.2174e-165 2.58682e-167 1.30931e-169 6.55681e-172  3.1637e-174 1.58016e-176 7.81737e-179 3.87367e-181 1.92873e-183 9.49231e-186 4.69513e-188 2.32689e-190 1.15715e-192 5.71722e-195 2.83687e-197 7.04527e-202            0            0            0            0            0 
