  0.00154959   0.00149985   0.00149985   0.00149985   0.00149985   0.00149985   0.00149985   0.00149985   0.00149985   0.00149985 
    0.498954   0.00154923       0.0015       0.0015       0.0015       0.0015       0.0015       0.0015       0.0015       0.0015 
      0.4939      0.49385   0.00154935       0.0015       0.0015       0.0015       0.0015       0.0015       0.0015       0.0015 
    0.495158     0.495158     0.495109   0.00154971       0.0015       0.0015       0.0015       0.0015       0.0015       0.0015 
    0.498715     0.498715     0.498715     0.498665   0.00154877       0.0015       0.0015       0.0015       0.0015       0.0015 
    0.489377     0.489377     0.489377     0.489377     0.489327   0.00154952       0.0015       0.0015       0.0015       0.0015 
     0.49684      0.49684      0.49684      0.49684      0.49684     0.496791   0.00154967   0.00150001       0.0015       0.0015 
    0.498374     0.498374     0.498374     0.498374     0.498374     0.498374     0.498325   0.00159982   0.00150001       0.0015 
      0.9999       0.9999       0.9999       0.9999       0.9999       0.9999       0.9999      0.99985    0.0015998       0.0015 
      0.9998       0.9998       0.9998       0.9998       0.9998       0.9998       0.9998       0.9998       0.9997   0.00149985 
