# ntasks time N err
32	0.0069386	1024	5.21051e-05	
32	0.0113845	1472	5.46112e-05	
32	0.0254372	2048	9.09279e-05	
32	0.0325476	2528	2.06101e-05	
32	0.0441319	2912	2.40091e-05	
32	0.056141	3264	2.81437e-05	
32	0.0700646	3552	8.41703e-05	
32	0.083024	3840	6.63437e-05	
32	0.102739	4096	7.61369e-05	
